system:index,area,ecoregion,pixelValue,variable,.geo
0_11_778,0.34531246337890625,12,111441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_779,0.5183644592285156,12,111504,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_780,81.477520501709,12,111515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_781,18.6961201965332,12,111521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_782,4.665840106201172,12,111525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_783,0.25791292114257813,12,111530,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_784,4.747005389404296,12,111533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_785,0.25822042236328124,12,111604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_786,79.34160900878905,12,111615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_787,21.15082458496094,12,111621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_788,4.919908001708984,12,111625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_789,0.08607731323242188,12,111630,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_790,1.8991000915527343,12,111633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_791,0.086794384765625,12,111711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_792,100.1273310791016,12,111715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_793,31.112742077636707,12,111721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_794,15.44370682373047,12,111725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_795,1.5532840026855466,12,111733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_796,3.7129013977050778,12,111739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_797,0.25850046997070314,12,111741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_798,0.086266162109375,12,111803,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_799,0.17287020263671876,12,111804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_800,0.08635354614257812,12,111809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_801,0.6030335083007813,12,111811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_802,64.37418673095706,12,111815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_803,26.0361379699707,12,111821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_804,8.198644055175782,12,111825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_805,1.724219561767578,12,111833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_806,0.6042096313476564,12,111839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_807,0.08634676513671875,12,111841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_808,0.08600238037109376,12,111904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_809,0.25901991577148437,12,111911,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_810,50.390195318603524,12,111915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_811,26.991889935302737,12,111921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_812,3.363989422607422,12,111925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_813,1.7250385498046876,12,111933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_814,1.6467179443359377,12,111939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_815,0.08634794921875,12,111941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_816,55.15464556274413,12,112015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_817,29.3431661682129,12,112021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_818,1.2937071411132812,12,112025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_819,0.34516958007812504,12,112033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_820,0.086902734375,12,112104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_821,0.08643175048828125,12,112111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_822,41.43939083251954,12,112115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_823,19.049401831054688,12,112121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_824,3.1948448913574223,12,112125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_825,2.070254614257812,12,112133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_826,1.9915726440429693,12,112139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_827,0.5170679565429688,12,112204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_828,0.3448309631347656,12,112211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_829,0.08592799682617187,12,112212,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_830,52.57286942138673,12,112215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_831,25.187542004394533,12,112221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_832,1.035774609375,12,112225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_833,4.738835833740235,12,112233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_834,0.43173721313476565,12,112241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_835,0.08589650268554687,12,112304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_836,0.2581075988769531,12,112311,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_837,29.092990277099616,12,112315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_838,13.568032476806643,12,112321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_839,1.6397909423828125,12,112325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_840,2.5965416137695305,12,112333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_841,0.6929016967773437,12,112341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_842,0.1727245849609375,12,112411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_843,20.628246221923828,12,112415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_844,15.302712237548826,12,112421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_845,1.5540355407714843,12,112425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_846,0.085922265625,12,112430,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_847,1.9001739807128906,12,112433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_848,0.5179947021484375,12,112439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_849,3.282350421142578,12,112441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_850,0.17247374267578125,12,112511,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_851,33.672875708007815,12,112515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_852,15.744231707763673,12,112521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_853,0.43050947875976564,12,112525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_854,0.6917632202148437,12,112533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_855,0.3461380187988281,12,112541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_856,0.08655955200195313,12,112604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_857,0.08678701171875,12,112611,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_858,21.572241064453127,12,112615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_859,21.963792559814454,12,112621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_860,0.5177533264160156,12,112625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_861,1.7257133300781249,12,112633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_862,0.7770358947753906,12,112639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_863,0.9472055541992187,12,112641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_864,14.14677368774414,12,112715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_865,17.46465184326172,12,112721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_866,0.4317339477539062,12,112725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_867,0.0859861328125,12,112733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_868,6.3189270874023435,12,112741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_869,6.380806481933592,12,112815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_870,12.172481781005859,12,112821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_871,0.08628640747070312,12,112825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_872,0.3459031127929687,12,112833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_873,4.586841583251952,12,112841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_874,8.891517047119141,12,112915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_875,15.475246679687501,12,112921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_876,0.3448705993652344,12,112925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_877,0.08664757080078125,12,112933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_878,58.28669429931639,12,112941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_879,4.49415287475586,12,113015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_880,8.204666857910158,12,113021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_881,0.5180067321777344,12,113025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_882,0.08664849243164062,12,113033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_883,2.771217919921874,12,113041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_884,3.7971268066406245,12,113115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_885,28.045143054199247,12,113121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_886,2.7638759521484375,12,113125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_887,0.34610960083007813,12,113133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_888,2.3405759033203126,12,113141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_889,0.08664757080078125,12,113211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_890,3.6306531005859375,12,113215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_891,35.723702917480466,12,113221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_892,0.25918546142578125,12,113225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_893,0.17226486206054686,12,113233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_894,0.6932807556152344,12,113241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_895,2.0709434936523436,12,113315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_896,20.903307507324214,12,113321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_897,0.17276966552734374,12,113325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_898,0.4332390930175781,12,113341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_899,3.5389943420410157,12,113415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_900,21.517908935546874,12,113421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_901,0.08659000854492188,12,113425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_902,0.43323837890625,12,113441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_903,0.6911765624999999,12,113515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_904,9.674894372558594,12,113521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_905,0.5198784851074219,12,113541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_906,0.08609613647460937,12,120121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_907,199.60225711059562,12,120125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_908,2.5112035339355465,12,120133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_909,0.0866122802734375,12,120209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_910,7.88350173339844,12,120212,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_911,1208.9752341369624,12,120215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_912,370.2262340332034,12,120221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_913,0.17286641845703127,12,120224,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_914,131.14963925781268,12,120225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_915,0.17208597412109375,12,120233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_916,3.3802313049316406,12,120239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_917,3.1127042358398436,12,120241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_918,1.2095544311523436,12,120309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_919,1058.5847184875493,12,120315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_920,294.0733954040529,12,120321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_921,69.42338116455079,12,120325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_922,0.17220430908203127,12,120330,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_923,0.08615762939453125,12,120333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_924,3.032625701904297,12,120339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_925,35.68676160278321,12,120341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_926,0.086715771484375,12,120404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_927,0.2598266479492188,12,120409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_928,0.6067150268554687,12,120411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_929,1779.2128067687984,12,120415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_930,597.242176477051,12,120421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_931,125.71405411987308,12,120425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_932,1.64627275390625,12,120439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_933,39.05717746582031,12,120441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_934,0.2598215026855469,12,120509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_935,842.8178618835451,12,120515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_936,473.9062781555177,12,120521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_937,0.34479083251953124,12,120524,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_938,49.21705158691408,12,120525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_939,0.17217021484375,12,120530,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_940,1.2132619018554687,12,120539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_941,1.1263686523437502,12,120541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_942,521.7544984558104,12,120615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_943,386.35166857910144,12,120621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_944,48.724001916503894,12,120625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_945,1.646439385986328,12,120639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_946,13.766174468994137,12,120641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_947,307.12453673706045,12,120715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_948,350.7463390441893,12,120721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_949,91.25692136840831,12,120725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_950,0.08615319213867187,12,120733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_951,4.847826623535157,12,120739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_952,15.762062451171872,12,120741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_953,253.84032373046873,12,120815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_954,299.7090588012694,12,120821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_955,88.31922944946284,12,120825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_956,0.865782061767578,12,120839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_957,1.1257522216796876,12,120841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_958,162.7213858825683,12,120915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_959,344.74764448852545,12,120921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_960,29.75021975708007,12,120925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_961,0.0866345703125,12,120933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_962,0.3463127624511719,12,120939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_963,0.25968145751953126,12,120941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_964,0.25990104980468753,12,121004,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_965,0.08663282470703125,12,121011,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_966,0.08663108520507813,12,121012,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_967,131.3563454223633,12,121015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_968,247.22034178466802,12,121021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_969,0.08619036865234375,12,121024,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_970,11.59369989013672,12,121025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_971,0.08610609130859374,12,121030,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_972,0.08663108520507813,12,121033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_973,0.17315239868164062,12,121039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_974,3.1956395629882812,12,121041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_975,130.25855372314453,12,121115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_976,150.80258906250006,12,121121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_977,23.976118524169927,12,121125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_978,0.1723322204589844,12,121130,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_979,0.08657625122070313,12,121139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_980,1.555913299560547,12,121141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_981,48.25087075805665,12,121215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_982,101.88719561157234,12,121221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_983,8.04092628173828,12,121225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_984,1.9924314941406251,12,121241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_985,35.64674822387695,12,121315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_986,153.7250399658203,12,121321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_987,9.858280718994145,12,121325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_988,0.08668314819335937,12,121339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_989,3.726005535888673,12,121341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_990,58.640498608398445,12,121415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_991,107.06549992675781,12,121421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_992,4.58738442993164,12,121425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_993,0.1733622314453125,12,121441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_994,49.897726062011714,12,121515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_995,65.90803524780274,12,121521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_996,5.356521343994141,12,121525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_997,0.0866446044921875,12,121541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_998,35.44809720458984,12,121615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_999,65.73578031005859,12,121621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1000,3.2039490844726566,12,121625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1001,0.17322003173828124,12,121633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1002,0.6906506103515625,12,121639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1003,28.267386004638677,12,121715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1004,70.48619130859376,12,121721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1005,1.904517663574219,12,121725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1006,0.08658928833007813,12,121733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1007,0.2596948608398437,12,121741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1008,40.303129083251946,12,121815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1009,101.03612147827153,12,121821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1010,1.6455155639648438,12,121825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1011,2.0790748718261716,12,121839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1012,2.510090435791015,12,121841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1013,39.371823364257814,12,121915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1014,105.27843516845704,12,121921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1015,2.5066174682617186,12,121925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1016,4.672851672363281,12,121941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1017,38.93235189819336,12,122015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1018,85.60249379882812,12,122021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1019,0.4329904052734375,12,122025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1020,1.816476812744141,12,122039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1021,1.2119609130859375,12,122041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1022,0.08607731323242188,12,122112,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1023,11.85225191040039,12,122115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1024,74.53452270507812,12,122121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1025,0.8638817443847656,12,122125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1026,0.6914978393554688,12,122139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1027,3.375454541015625,12,122141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1028,12.287833868408201,12,122215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1029,41.6931232727051,12,122221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1030,1.9041768615722656,12,122225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1031,0.7801478454589844,12,122239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1032,3.896273815917968,12,122241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1033,11.257311035156253,12,122315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1034,136.04514943847659,12,122321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1035,2.2517139404296875,12,122325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1036,0.08663128662109375,12,122333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1037,14.365446728515623,12,122341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1038,1.9888390747070313,12,122415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1039,157.5481152282712,12,122421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1040,0.77732353515625,12,122425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1041,0.3465294616699218,12,122433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1042,4.2473444335937485,12,122439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1043,44.06713635864259,12,122441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1044,4.155783666992187,12,122515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1045,123.93550746459967,12,122521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1046,1.0401682250976563,12,122525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1047,11.007874847412104,12,122539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1048,17.914916009521487,12,122541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1049,6.930748468017581,12,122615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1050,239.68681711425768,12,122621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1051,0.5196043212890624,12,122625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1052,41.65663293457031,12,122641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1053,1.8188019165039062,12,122715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1054,337.23656294555656,12,122721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1055,0.9536051147460938,12,122725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1056,29.60129467163087,12,122741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1057,5.286372436523438,12,122815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_11_1058,219.4678684875489,12,122821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
